,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,Contract_Two year,Churn
1022,1,0,0,5,1,0,0,1,0,0,1,0,1,84.7,392.5,0,1,0,0,0,1,0,0,0,0
1931,0,1,0,53,1,1,0,1,1,1,1,1,1,111.8,5809.75,0,1,0,1,0,0,0,1,0,0
5839,1,1,0,7,1,1,0,0,0,0,0,0,1,75.4,533.05,1,1,0,0,0,1,0,0,0,0
2813,0,0,0,68,1,1,0,0,0,0,0,0,0,24.55,1657.4,1,0,1,0,0,0,1,0,1,0
1970,0,1,0,7,1,0,0,0,0,0,1,0,1,81.1,576.65,0,1,0,0,0,1,0,0,0,1
2190,0,1,0,71,1,1,0,1,1,1,1,1,0,84.2,5956.85,1,0,0,0,1,0,0,0,1,0
2028,0,0,0,15,1,0,0,0,0,0,0,0,0,19.6,331.6,0,0,1,0,0,0,1,0,1,0
6500,0,0,0,21,0,0,1,0,0,1,0,0,0,35.1,770.4,0,0,0,0,0,0,1,0,1,0
2430,0,0,0,30,1,0,1,0,1,0,0,0,1,55.65,1653.85,1,0,0,0,0,0,1,0,1,0
495,0,0,0,22,0,0,0,1,1,0,0,1,1,43.75,903.6,1,0,0,1,0,0,0,1,0,1
3633,1,0,0,1,1,0,0,0,0,0,0,0,1,71.25,71.25,0,1,0,0,0,1,0,0,0,0
3742,0,0,0,41,1,1,1,1,1,1,1,0,1,106.5,4282.4,0,1,0,0,0,1,0,0,0,0
6339,0,0,1,1,1,0,0,0,0,1,0,0,1,49.9,49.9,1,0,0,0,0,0,1,0,0,1
6433,0,1,1,58,1,0,0,0,0,0,0,0,0,20.5,1191.4,0,0,1,0,1,0,0,0,1,0
2332,0,1,0,47,1,0,1,0,1,0,1,0,1,66.05,3021.45,0,0,0,0,1,0,0,1,0,0
4385,0,0,0,21,1,0,0,0,0,0,0,0,1,20.35,422.7,1,0,1,0,0,0,1,1,0,0
5661,0,0,0,4,1,0,0,0,0,0,0,0,1,19.85,63.0,1,0,1,0,0,1,0,0,0,0
2664,0,1,1,62,1,1,1,1,0,0,1,0,1,94.95,5791.85,1,1,0,0,1,0,0,1,0,0
4346,0,1,0,42,1,1,1,1,0,1,0,0,1,66.4,2727.8,0,0,0,0,1,0,0,0,0,0
4448,1,0,0,30,1,1,0,1,0,0,1,1,1,99.7,2967.35,0,1,0,0,0,1,0,0,0,1
2889,0,1,1,58,0,0,1,1,1,0,1,0,0,50.0,2919.85,1,0,0,0,0,0,1,1,0,0
2506,1,1,0,72,1,1,0,0,0,0,0,0,0,24.3,1778.7,0,0,1,1,0,0,0,0,1,0
6362,0,0,0,2,1,1,0,0,0,0,0,0,1,74.9,136.05,0,1,0,0,0,0,1,0,0,0
6313,0,0,0,2,1,0,0,0,1,0,1,1,1,95.85,197.7,1,1,0,0,0,1,0,0,0,1
5488,1,1,0,45,1,1,0,1,1,1,1,0,1,98.7,4525.8,1,1,0,1,0,0,0,1,0,0
3763,0,1,0,4,1,0,0,0,0,0,1,0,1,80.35,307.4,1,1,0,0,0,1,0,0,0,1
5265,0,0,0,66,1,1,0,1,0,0,1,0,1,88.9,6000.1,0,1,0,1,0,0,0,1,0,0
32,0,1,1,27,1,0,1,1,1,1,0,0,0,66.15,1874.45,0,0,0,0,0,0,1,1,0,0
5441,0,1,0,70,1,1,1,0,1,1,0,0,0,65.3,4759.75,0,0,0,0,1,0,0,0,1,1
2973,0,1,1,62,1,0,0,1,1,0,1,1,1,100.15,6283.3,0,1,0,0,0,1,0,0,0,1
6388,0,0,0,1,1,0,0,0,0,0,0,0,0,20.4,20.4,0,0,1,0,0,0,1,0,0,1
4225,0,1,0,8,1,0,0,0,0,0,0,0,0,20.25,158.35,1,0,1,0,0,0,1,0,0,0
5939,0,0,0,18,0,0,1,0,1,0,0,0,0,33.6,550.35,1,0,0,0,0,0,1,0,0,0
2632,0,0,0,55,1,0,0,1,1,0,0,1,1,64.75,3617.1,0,0,0,0,0,0,1,0,1,0
2439,0,1,1,17,1,0,0,0,0,0,0,0,0,19.9,329.75,1,0,1,1,0,0,0,1,0,0
2725,0,0,0,2,0,0,0,0,0,0,0,0,0,24.5,46.4,0,0,0,0,0,1,0,0,0,0
3232,0,1,1,36,1,0,1,1,0,0,0,0,0,53.65,1939.35,1,0,0,0,0,0,1,1,0,0
5496,0,1,1,43,1,1,0,0,0,0,0,0,0,24.25,1077.95,1,0,1,0,0,0,1,0,1,0
4657,0,1,0,42,0,0,0,0,0,0,0,0,1,25.1,1097.15,1,0,0,0,1,0,0,0,0,0
1612,0,1,1,67,1,1,0,1,1,0,0,0,0,87.4,5918.8,1,1,0,0,0,1,0,1,0,1
2014,0,1,1,13,1,0,0,1,1,1,0,0,0,61.8,750.1,1,0,0,1,0,0,0,0,0,0
5377,0,0,0,4,1,0,0,0,0,1,1,0,1,61.3,249.4,1,0,0,0,0,1,0,0,0,0
3164,0,0,0,31,1,0,0,1,1,0,1,1,1,101.4,3143.65,1,1,0,0,0,1,0,0,0,0
6043,0,0,0,3,0,0,0,0,1,0,1,0,1,40.15,130.75,1,0,0,0,0,0,1,0,0,1
2866,0,0,0,12,1,0,0,1,0,0,0,1,1,84.6,1017.35,0,1,0,0,0,1,0,0,0,0
5049,0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,0,0,1,1,0,0,0,0,0,1
6134,1,0,0,6,1,0,0,0,0,0,0,0,0,44.7,276.5,1,0,0,0,1,0,0,0,0,0
6844,0,0,0,29,1,0,0,1,0,1,1,0,0,89.65,2623.65,1,1,0,0,0,0,1,0,0,0
4869,0,0,0,16,1,1,0,1,0,0,0,0,1,80.55,1248.9,1,1,0,0,0,0,1,0,0,0
1967,0,0,0,69,1,1,1,1,1,1,0,1,1,78.6,5356.45,1,0,0,0,1,0,0,1,0,1
5511,0,1,0,70,1,1,1,0,0,1,1,1,1,76.95,5289.8,1,0,0,0,1,0,0,0,1,0
468,0,0,1,44,1,0,0,0,0,0,0,0,0,19.9,868.1,0,0,1,0,0,0,1,0,1,0
4490,1,1,0,54,1,1,1,1,1,1,1,1,1,115.6,6431.05,0,1,0,1,0,0,0,1,0,0
4001,0,1,1,45,1,1,0,1,1,1,1,1,1,109.75,4900.65,1,1,0,1,0,0,0,0,1,0
5210,0,1,0,53,0,0,0,1,1,1,1,1,1,60.45,3184.25,1,0,0,0,0,1,0,1,0,1
6517,0,1,1,6,1,0,0,0,0,0,1,0,0,54.85,355.1,0,0,0,0,0,1,0,0,0,0
4823,0,0,0,1,1,0,1,0,0,1,0,0,1,53.95,53.95,1,0,0,0,0,1,0,0,0,1
3442,0,0,0,29,1,0,0,0,1,1,1,1,1,98.8,2807.1,1,1,0,0,1,0,0,0,0,0
2079,0,1,1,70,1,1,1,1,0,0,1,1,1,106.05,7554.05,1,1,0,0,0,1,0,0,0,0
6397,1,0,0,54,1,0,0,0,1,1,0,1,0,65.25,3529.95,1,0,0,1,0,0,0,1,0,0
6257,1,0,0,1,1,0,0,1,0,0,0,0,1,73.0,73.0,0,1,0,0,0,1,0,0,0,1
1069,1,0,0,20,1,0,1,0,0,1,0,0,0,54.0,1055.9,1,0,0,0,0,0,1,1,0,0
2485,0,0,0,14,1,1,0,0,1,0,0,0,1,80.45,1072.0,0,1,0,0,0,1,0,0,0,1
3798,0,0,0,42,1,1,0,0,0,1,1,1,1,100.3,4222.95,1,1,0,0,0,1,0,0,0,0
6516,0,0,1,1,1,0,0,0,1,0,0,0,0,48.95,48.95,1,0,0,0,0,1,0,0,0,1
3171,0,0,0,21,1,0,0,0,0,0,0,0,1,20.85,435.25,0,0,1,0,1,0,0,0,1,0
4083,1,1,0,68,1,1,0,1,0,0,1,1,1,100.2,6851.65,0,1,0,0,0,1,0,0,0,1
2361,0,0,1,1,1,0,0,0,0,0,0,0,0,45.95,45.95,0,0,0,0,0,0,1,0,0,1
4411,0,1,0,57,0,0,1,0,1,1,0,1,1,49.9,2782.4,0,0,0,1,0,0,0,0,0,0
367,0,0,0,1,1,0,0,0,0,0,0,0,0,19.15,19.15,0,0,1,0,0,0,1,0,0,0
6543,0,1,1,62,1,0,1,0,1,0,0,0,0,54.75,3425.35,0,0,0,0,1,0,0,1,0,0
683,1,0,0,40,1,1,0,0,1,1,1,1,1,103.75,4188.4,0,1,0,0,1,0,0,1,0,0
5325,0,1,1,5,1,0,0,0,0,0,0,0,0,20.55,99.45,1,0,1,0,0,1,0,1,0,0
1175,0,0,0,13,1,1,1,0,0,0,0,0,1,80.0,1029.35,0,1,0,0,1,0,0,0,0,0
5536,0,0,0,9,0,0,0,0,0,0,1,0,1,34.7,296.1,1,0,0,0,1,0,0,0,0,1
5840,0,1,1,61,1,0,1,0,0,0,0,0,1,49.7,2961.4,0,0,0,1,0,0,0,1,0,0
876,0,0,0,15,1,0,1,0,1,1,1,1,0,105.1,1582.75,0,1,0,0,0,1,0,0,0,1
5580,0,0,0,48,1,0,0,0,0,0,0,0,0,19.95,1004.5,1,0,1,1,0,0,0,1,0,0
5240,1,1,0,65,1,0,0,1,1,1,1,1,1,105.85,6725.5,0,1,0,0,1,0,0,0,1,0
776,0,1,1,3,0,0,0,1,0,0,0,1,0,40.3,92.5,0,0,0,0,0,0,1,0,0,0
3546,0,1,0,71,1,1,1,0,1,1,1,1,0,83.2,6126.1,1,0,0,0,0,1,0,0,1,0
3662,0,0,0,9,1,0,0,0,0,0,0,0,0,45.15,416.45,0,0,0,0,0,1,0,0,0,1
534,0,0,0,1,1,1,0,0,0,0,0,1,1,85.0,85.0,0,1,0,0,0,1,0,0,0,1
247,1,0,0,15,1,0,0,1,0,0,0,0,1,74.4,1074.3,1,1,0,0,0,1,0,0,0,1
580,0,1,1,12,1,0,0,0,0,0,0,0,0,19.0,233.55,0,0,1,0,0,0,1,0,0,1
1533,0,0,0,14,1,0,0,0,1,0,0,0,0,75.35,1025.95,0,1,0,0,0,1,0,0,0,1
3072,0,1,1,61,1,1,1,1,1,1,0,1,1,79.4,4820.55,0,0,0,0,0,1,0,1,0,0
4841,0,0,0,24,1,0,1,0,0,0,1,1,1,94.6,2283.15,0,1,0,0,0,1,0,0,0,0
6756,1,1,0,22,1,0,0,0,0,0,1,1,1,89.75,1938.9,1,1,0,1,0,0,0,0,0,0
6824,1,0,0,66,1,1,0,1,0,0,0,0,1,80.45,5224.35,0,1,0,0,1,0,0,0,0,1
5159,0,0,0,9,1,1,0,0,0,0,0,0,1,76.25,684.85,1,1,0,0,0,1,0,0,0,0
3998,0,1,1,42,1,0,1,1,0,0,0,0,0,54.5,2301.15,1,0,0,0,0,0,1,0,0,0
4701,1,0,0,21,1,1,0,1,1,0,1,1,1,104.35,2271.85,1,1,0,0,0,1,0,0,0,0
5059,0,0,0,36,1,1,0,1,0,0,1,1,1,99.15,3615.6,0,1,0,0,0,1,0,0,0,1
1848,0,0,0,38,1,0,0,0,0,0,0,0,0,19.3,755.5,0,0,1,0,0,0,1,1,0,0
5610,0,0,0,3,1,1,0,0,0,0,0,0,1,75.5,220.6,0,1,0,0,0,1,0,0,0,1
2546,0,0,0,25,1,0,1,0,0,1,1,1,1,76.15,1992.95,0,0,0,0,1,0,0,0,0,0
2241,0,1,1,56,1,1,0,0,0,0,0,0,1,24.95,1468.9,0,0,1,0,1,0,0,0,1,0
1856,1,0,0,38,1,0,1,1,0,0,0,0,1,57.15,2250.65,0,0,0,0,1,0,0,0,0,1
2564,0,0,0,18,1,1,0,0,1,1,1,1,1,82.0,1425.45,1,0,0,0,1,0,0,1,0,1
5936,0,1,1,38,1,0,0,0,0,0,0,0,1,19.95,756.4,0,0,1,0,0,0,1,0,1,0
680,0,1,1,1,1,0,0,0,0,0,0,1,0,80.0,80.0,1,1,0,0,0,1,0,0,0,1
5287,0,0,0,1,1,0,0,0,0,0,0,0,0,20.55,20.55,1,0,1,0,1,0,0,0,0,0
1600,1,0,0,1,1,1,0,0,1,0,1,0,1,88.8,88.8,1,1,0,0,0,1,0,0,0,1
3720,0,0,0,42,1,0,1,0,1,0,0,0,0,54.55,2455.05,0,0,0,0,1,0,0,0,0,0
3810,0,1,1,1,1,0,0,0,0,0,0,0,0,44.55,44.55,1,0,0,0,0,1,0,0,0,0
618,0,0,0,57,1,1,1,1,0,1,0,0,1,87.55,4884.85,0,1,0,1,0,0,0,0,0,0
5424,1,1,0,65,1,1,1,1,0,0,1,0,1,92.7,5968.4,1,1,0,0,1,0,0,0,1,0
3455,0,0,0,1,1,0,0,0,0,0,1,1,1,90.55,90.55,1,1,0,0,0,1,0,0,0,1
1589,1,0,0,7,1,0,0,1,1,0,1,0,1,64.95,493.65,0,0,0,0,0,1,0,0,0,0
1024,0,0,0,37,1,0,0,0,0,0,0,0,1,70.35,2552.9,1,1,0,0,0,0,1,0,0,0
2669,0,0,0,19,1,1,1,1,0,0,0,1,1,95.15,1789.25,0,1,0,0,0,1,0,0,0,1
774,0,1,0,33,1,0,0,0,1,0,1,1,1,95.8,3036.75,1,1,0,0,0,1,0,1,0,1
219,0,0,0,8,1,0,0,0,0,0,1,0,1,80.0,624.6,0,1,0,1,0,0,0,0,0,0
6508,0,1,1,42,1,1,0,0,0,0,1,1,1,94.2,4186.3,0,1,0,0,0,1,0,0,0,1
3881,0,1,0,71,1,1,1,1,0,1,0,0,0,65.15,4681.75,1,0,0,1,0,0,0,0,1,0
1846,0,0,0,19,1,0,0,0,0,0,0,0,0,18.8,279.2,1,0,1,0,0,0,1,1,0,0
6060,1,0,0,8,1,0,0,1,0,0,1,0,1,87.1,713.6,0,1,0,0,0,1,0,0,0,0
6770,0,1,1,4,1,0,0,0,0,0,1,0,1,78.9,299.75,0,1,0,0,0,0,1,0,0,0
805,0,1,1,72,1,1,0,0,1,0,1,1,1,76.8,5468.45,0,0,0,1,0,0,0,0,1,0
2598,0,0,0,7,1,0,0,0,1,0,0,0,1,75.15,525.0,0,1,0,0,0,1,0,0,0,0
4987,0,1,0,71,1,1,0,0,0,0,0,0,0,24.45,1730.65,1,0,1,1,0,0,0,0,1,0
3993,0,0,1,70,1,1,1,1,0,1,0,0,0,66.0,4891.5,0,0,0,0,0,1,0,0,1,0
5942,0,1,0,9,0,0,0,0,1,0,1,1,1,48.75,442.2,0,0,0,0,0,1,0,0,0,1
558,0,0,0,11,1,0,0,0,0,0,0,0,0,70.2,760.05,1,1,0,0,0,1,0,0,0,0
1214,0,0,0,19,1,1,0,0,0,0,0,1,1,86.0,1532.45,1,1,0,1,0,0,0,0,0,1
5600,0,1,1,7,1,0,0,0,0,0,0,0,1,69.95,529.5,1,1,0,1,0,0,0,0,0,1
1309,0,0,0,18,1,1,0,0,0,0,1,0,1,85.2,1553.9,0,1,0,0,0,1,0,0,0,1
4048,0,1,1,58,0,0,1,0,1,1,1,1,0,59.75,3624.35,0,0,0,0,0,0,1,0,1,0
5017,0,1,0,41,0,0,0,1,0,1,0,0,0,35.45,1391.65,0,0,0,0,0,0,1,1,0,0
4440,0,0,0,43,1,0,0,1,0,0,0,1,1,60.0,2548.55,1,0,0,0,0,1,0,0,1,0
6422,0,0,0,52,1,0,1,0,1,0,0,0,0,53.75,2790.65,1,0,0,0,0,1,0,1,0,0
4240,0,0,0,8,1,1,0,1,1,0,1,0,1,94.0,773.65,1,1,0,0,0,1,0,0,0,1
2426,0,1,0,17,0,0,0,1,1,0,0,0,1,35.65,646.05,0,0,0,0,1,0,0,0,0,0
5339,0,1,1,30,1,1,0,0,0,0,1,0,0,85.45,2509.95,1,1,0,0,0,1,0,0,0,0
1679,1,0,1,7,1,0,0,0,0,0,0,0,1,45.75,344.2,1,0,0,0,0,0,1,0,0,0
6918,0,1,0,33,1,0,1,0,1,1,1,1,1,103.75,3361.05,0,1,0,0,0,1,0,1,0,1
2599,0,0,0,72,1,0,1,1,1,1,0,1,1,73.0,5265.2,0,0,0,0,1,0,0,0,1,0
703,0,0,0,2,1,0,0,0,0,0,0,0,1,20.55,33.6,0,0,1,0,0,0,1,0,0,0
4694,0,1,1,13,1,0,0,0,0,0,0,0,1,19.85,252.0,1,0,1,0,0,0,1,0,0,0
4073,0,1,1,14,1,0,1,1,0,0,1,0,1,65.45,937.6,1,0,0,0,0,1,0,0,0,1
365,0,0,0,5,1,0,0,0,1,0,1,1,0,96.5,492.55,1,1,0,1,0,0,0,0,0,1
4989,0,0,1,7,0,0,1,0,0,0,0,0,0,29.8,201.95,0,0,0,0,0,0,1,0,0,0
2999,0,1,1,19,1,0,0,0,0,0,0,0,0,20.6,414.95,1,0,1,0,0,0,1,0,0,0
5270,0,0,1,40,1,0,1,1,0,0,0,0,1,55.25,2139.2,1,0,0,0,0,0,1,0,0,1
1586,0,1,1,68,1,1,1,0,1,1,1,1,1,109.05,7508.55,0,1,0,1,0,0,0,0,1,0
227,0,1,0,1,1,0,0,0,0,0,1,0,0,55.2,55.2,0,0,0,0,0,0,1,0,0,1
6919,0,0,0,54,1,1,0,0,1,0,0,1,0,89.4,4869.5,1,1,0,0,1,0,0,0,0,0
623,0,0,0,20,1,0,0,0,0,0,0,0,0,19.7,406.95,0,0,1,0,0,0,1,0,1,0
1356,0,0,0,9,1,1,0,0,0,0,0,0,1,75.2,633.85,0,1,0,0,1,0,0,0,0,0
2084,0,0,1,1,1,0,0,0,0,0,0,0,0,69.75,69.75,1,1,0,1,0,0,0,0,0,1
941,0,0,1,13,0,0,0,1,0,0,0,0,0,30.15,382.2,0,0,0,0,0,1,0,0,0,0
57,1,1,1,66,1,1,0,1,1,1,1,1,1,108.45,7076.35,1,1,0,0,0,1,0,1,0,0
1456,0,1,0,16,1,1,0,1,0,0,1,1,1,100.0,1534.75,0,1,0,0,0,1,0,0,0,1
3386,0,1,0,58,1,1,1,0,0,1,0,1,1,68.4,3972.25,0,0,0,0,0,1,0,1,0,0
1793,0,1,1,72,1,1,0,0,0,0,0,0,0,24.75,1769.6,1,0,1,1,0,0,0,0,1,0
6762,0,0,0,35,1,0,0,0,0,0,1,0,0,55.0,2010.55,1,0,0,0,0,0,1,0,0,1
6419,1,1,0,69,1,1,1,1,0,0,0,0,1,84.9,5785.65,1,1,0,0,1,0,0,0,0,0
299,0,0,1,1,1,0,1,0,0,0,0,0,1,73.6,73.6,0,1,0,0,0,0,1,0,0,1
6116,0,0,0,48,1,1,0,1,1,1,1,0,1,73.85,3581.4,0,0,0,1,0,0,0,1,0,0
2163,1,1,0,29,1,1,0,0,1,0,1,1,1,98.5,3004.15,1,1,0,0,0,1,0,0,0,1
1903,0,0,0,3,1,0,0,0,0,0,1,1,1,92.0,266.8,1,1,0,0,0,1,0,0,0,0
709,0,1,1,29,1,1,0,1,1,0,1,1,0,80.1,2211.8,1,0,0,0,1,0,0,0,0,0
434,0,1,0,41,1,0,0,0,0,0,0,0,1,19.75,899.45,1,0,1,0,0,1,0,0,1,0
4032,1,1,1,68,1,1,0,1,1,0,0,0,1,84.65,5683.6,1,1,0,0,0,1,0,0,0,0
627,1,1,0,66,1,1,0,1,1,0,1,1,0,104.6,6819.45,0,1,0,0,1,0,0,1,0,0
5133,1,1,0,24,1,1,0,1,1,0,1,1,1,104.25,2433.9,1,1,0,0,0,1,0,0,0,1
5726,0,1,1,47,1,0,0,0,0,0,0,0,1,21.3,1041.8,0,0,1,1,0,0,0,0,1,0
4374,0,1,1,71,1,0,0,0,0,0,0,0,1,19.6,1387.45,1,0,1,1,0,0,0,0,1,0
764,0,1,1,65,1,0,0,0,0,0,0,0,0,19.9,1292.6,1,0,1,0,0,0,1,0,1,0
978,1,1,0,62,1,1,0,1,1,0,1,1,1,103.75,6383.35,1,1,0,0,0,1,0,1,0,1
4468,0,0,0,15,1,1,0,0,0,0,0,0,1,25.4,399.6,0,0,1,0,1,0,0,0,0,1
3030,0,0,0,1,1,0,0,0,0,0,1,0,1,79.55,79.55,1,1,0,0,0,1,0,0,0,1
2921,0,0,0,9,1,1,0,0,0,0,1,1,1,95.5,829.1,1,1,0,0,0,1,0,0,0,1
6445,0,0,0,4,1,1,1,0,0,0,1,0,0,90.65,367.95,1,1,0,0,0,1,0,0,0,0
1061,1,1,0,72,1,1,1,1,1,0,1,1,1,112.4,8046.85,0,1,0,0,0,1,0,0,1,0
6170,0,0,0,1,1,0,0,0,0,0,0,0,0,19.4,19.4,0,0,1,0,1,0,0,0,0,0
3527,0,1,0,1,1,1,0,0,0,0,0,0,1,74.6,74.6,1,1,0,1,0,0,0,0,0,1
5249,0,0,1,72,0,0,1,1,1,1,1,1,0,67.2,4671.7,1,0,0,0,1,0,0,0,1,0
1575,0,0,0,66,1,0,0,1,1,0,1,1,0,99.5,6710.5,1,1,0,0,0,1,0,0,0,1
6223,0,1,1,7,1,0,0,0,0,0,0,0,1,69.0,506.9,0,1,0,0,0,1,0,0,0,1
392,1,0,0,2,1,0,0,0,0,0,0,0,1,44.3,89.3,0,0,0,0,0,1,0,0,0,0
4804,0,0,0,61,1,1,1,1,1,1,1,1,1,118.6,7365.7,0,1,0,0,0,1,0,1,0,0
6097,0,1,1,72,1,1,1,1,1,1,0,1,0,81.0,5750.0,1,0,0,0,1,0,0,0,1,0
4401,1,1,1,46,1,1,1,1,0,1,1,1,1,110.2,4972.1,0,1,0,0,0,1,0,0,0,0
6882,1,0,0,71,1,1,1,1,0,1,1,0,1,99.65,7181.25,0,1,0,0,1,0,0,1,0,0
527,0,1,1,58,1,1,0,1,0,1,1,0,1,94.7,5430.35,1,1,0,0,1,0,0,1,0,0
6774,0,0,0,1,1,0,0,0,0,0,0,0,0,19.65,19.65,0,0,1,0,0,0,1,0,0,0
1254,1,1,0,55,1,0,0,0,1,1,1,0,0,88.8,4805.3,0,1,0,0,1,0,0,0,1,0
5433,0,0,0,55,1,0,1,1,0,0,1,1,1,100.9,5552.05,1,1,0,0,0,0,1,1,0,0
5567,1,0,0,49,1,1,1,1,1,1,0,1,0,103.0,5166.2,0,1,0,1,0,0,0,1,0,0
6678,0,0,1,19,1,0,0,0,0,0,0,0,0,20.85,467.5,1,0,1,0,1,0,0,0,1,0
860,0,0,0,26,1,0,0,0,0,0,0,0,0,19.8,457.3,1,0,1,0,1,0,0,1,0,0
5820,0,1,0,60,1,0,1,0,0,0,1,0,1,59.8,3561.15,1,0,0,0,0,0,1,1,0,0
575,0,1,0,61,1,0,1,1,0,1,1,1,1,81.05,4747.65,1,0,0,0,0,0,1,0,1,0
2422,1,0,0,1,1,0,0,0,0,0,0,0,1,70.05,70.05,1,1,0,0,0,1,0,0,0,0
3696,0,1,0,6,1,0,0,0,0,1,0,0,1,49.15,270.8,0,0,0,0,0,1,0,0,0,1
1253,0,0,0,7,1,0,0,0,0,0,0,1,1,79.3,523.15,0,1,0,0,0,1,0,0,0,1
6472,0,1,1,60,1,1,1,1,0,0,1,0,0,94.15,5811.8,0,1,0,1,0,0,0,1,0,0
4037,0,1,1,59,1,1,0,0,0,0,0,0,0,25.45,1534.05,0,0,1,0,0,0,1,0,1,0
1552,0,1,1,31,1,1,0,1,0,1,1,1,0,80.55,2471.6,0,0,0,1,0,0,0,0,1,0
3665,0,1,0,71,1,1,1,1,1,0,1,0,1,99.0,6994.6,1,1,0,0,0,1,0,0,1,0
1569,0,1,1,15,1,0,0,0,0,0,0,0,0,46.3,639.45,0,0,0,0,0,1,0,0,0,0
6226,0,0,0,65,1,1,0,0,0,0,0,0,0,25.75,1654.75,1,0,1,0,0,0,1,0,1,0
137,0,1,1,64,1,0,0,0,0,0,0,0,0,20.2,1277.75,0,0,1,0,0,0,1,0,1,0
5312,0,0,0,1,1,0,0,0,0,1,0,0,0,51.25,51.25,1,0,0,0,0,0,1,0,0,1
5988,0,1,1,12,1,0,0,0,0,0,0,0,0,21.05,262.05,1,0,1,1,0,0,0,0,1,0
3492,0,0,0,3,0,0,0,1,0,0,0,0,0,29.2,98.5,0,0,0,0,0,0,1,0,0,0
3423,0,0,1,1,1,0,1,0,0,0,0,0,0,50.6,50.6,1,0,0,0,0,0,1,0,0,1
5741,0,0,0,19,1,1,0,1,0,0,1,1,1,99.95,1931.75,1,1,0,0,0,1,0,0,0,1
1297,0,0,0,5,1,1,0,0,0,0,0,0,0,75.6,402.5,0,1,0,0,0,1,0,0,0,0
4422,0,0,0,30,1,0,0,1,0,0,1,1,1,97.0,3021.3,1,1,0,1,0,0,0,1,0,0
2643,0,0,0,33,1,1,0,0,0,0,0,1,1,83.35,2757.85,0,1,0,0,0,1,0,0,0,1
2431,1,0,0,2,0,0,0,0,0,0,0,0,1,24.45,47.5,1,0,0,0,0,0,1,0,0,1
5775,0,1,1,58,1,1,0,0,0,0,1,0,0,82.5,4828.05,1,1,0,1,0,0,0,0,1,0
3212,0,1,0,40,1,0,0,1,1,0,0,0,1,80.0,3168.75,1,1,0,0,0,1,0,0,0,0
3782,0,0,1,12,1,1,0,0,0,0,1,0,1,84.05,966.55,0,1,0,0,0,1,0,0,0,0
586,0,0,0,52,1,0,1,1,0,0,1,0,1,63.25,3342.45,1,0,0,0,1,0,0,0,1,0
4241,0,1,1,22,1,0,1,1,1,0,0,0,0,61.15,1422.05,0,0,0,0,0,0,1,0,0,1
562,0,1,1,7,1,0,1,0,0,0,1,1,0,69.7,516.15,1,0,0,0,1,0,0,0,0,0
5899,1,0,0,67,1,1,0,0,0,0,0,0,1,75.7,5060.85,1,1,0,0,0,0,1,0,0,0
813,0,1,1,34,0,0,1,0,0,0,0,0,0,30.4,938.65,1,0,0,1,0,0,0,1,0,0
5625,0,0,1,22,1,0,0,0,0,0,0,0,1,20.55,469.85,0,0,1,0,0,1,0,0,0,0
2929,0,0,1,40,0,0,1,1,0,1,0,0,0,40.25,1564.05,1,0,0,0,0,0,1,1,0,0
6236,1,1,0,33,1,1,0,1,0,0,1,1,1,100.6,3270.25,1,1,0,1,0,0,0,0,0,0
4450,0,0,0,15,1,1,0,1,0,1,0,0,1,58.6,939.7,1,0,0,0,1,0,0,0,0,1
3177,0,1,1,72,0,0,1,0,1,1,1,0,0,48.9,3527.0,1,0,0,0,0,0,1,0,1,0
1528,0,0,0,19,1,0,0,0,0,0,0,1,1,56.2,1093.4,0,0,0,0,0,1,0,0,0,0
3366,0,1,0,31,1,0,0,0,1,0,1,1,1,93.8,2939.8,1,1,0,0,0,1,0,1,0,0
3451,1,1,0,65,1,0,0,0,0,0,0,0,1,70.95,4555.2,1,1,0,1,0,0,0,1,0,0
5757,1,1,0,28,1,1,0,0,0,0,0,0,0,25.7,734.6,0,0,1,0,0,0,1,0,0,0
3548,0,0,0,71,1,1,1,0,0,1,0,1,0,97.65,6687.85,1,1,0,0,1,0,0,1,0,0
4898,0,0,0,3,0,0,0,0,0,0,0,0,0,25.25,58.9,0,0,0,0,0,1,0,0,0,1
6564,0,0,0,5,1,0,0,0,0,0,0,0,0,20.05,95.55,1,0,1,0,1,0,0,0,0,0
4274,0,0,0,45,1,0,0,0,0,0,0,0,0,18.85,867.3,1,0,1,1,0,0,0,1,0,0
198,0,1,1,72,1,1,0,1,1,1,1,1,1,112.25,8041.65,1,1,0,1,0,0,0,0,1,0
5392,0,1,1,63,0,0,0,1,1,1,0,0,0,39.35,2395.05,1,0,0,1,0,0,0,0,1,0
2054,0,0,0,2,1,1,0,0,0,0,0,0,1,49.4,106.55,0,0,0,0,0,1,0,0,0,1
6925,0,1,0,15,1,0,0,0,0,0,0,0,0,18.8,294.95,1,0,1,0,0,0,1,1,0,0
1855,0,1,1,46,1,0,0,0,0,0,0,0,1,20.1,936.85,1,0,1,0,0,0,1,0,1,0
